Symbol,Momentum Score,Timestamp,Average Momentum
CELRUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
CFXUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
CHRUSDT.P,-1.2,2024-07-23 18:07:57.489313,-1.0717842323651452
CHZUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
CKBUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
COMBOUSDT.P,-1.2,2024-07-23 18:07:57.489313,-1.0717842323651452
COMPUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
COREUSDT.P,-0.6,2024-07-23 18:07:57.489313,-1.0717842323651452
COTIUSDT.P,1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
CROUSDT.P,-1.0000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
CRVUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
CTCUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
CTKUSDT.P,-0.3,2024-07-23 18:07:57.489313,-1.0717842323651452
CTSIUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
CVCUSDT.P,-0.7000000000000001,2024-07-23 18:07:57.489313,-1.0717842323651452
CVXUSDT.P,0.3,2024-07-23 18:07:57.489313,-1.0717842323651452
CYBERUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
DARUSDT.P,-0.7,2024-07-23 18:07:57.489313,-1.0717842323651452
DASHUSDT.P,-0.9000000000000001,2024-07-23 18:07:57.489313,-1.0717842323651452
DENTUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
DGBUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
DODOUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
DOGEUSDT.P,-0.7000000000000001,2024-07-23 18:07:57.489313,-1.0717842323651452
DOTUSDT.P,-1.2,2024-07-23 18:07:57.489313,-1.0717842323651452
DUSKUSDT.P,-1.2,2024-07-23 18:07:57.489313,-1.0717842323651452
DYDXUSDT.P,-1.3000000000000005,2024-07-23 18:07:57.489313,-1.0717842323651452
EDUUSDT.P,1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
EGLDUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
ENJUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
ENSUSDT.P,0.3,2024-07-23 18:07:57.489313,-1.0717842323651452
EOSUSDT.P,-0.1,2024-07-23 18:07:57.489313,-1.0717842323651452
ETCUSDT.P,-0.4000000000000001,2024-07-23 18:07:57.489313,-1.0717842323651452
ETHUSDT.P,0.1,2024-07-23 18:07:57.489313,-1.0717842323651452
ETHWUSDT.P,-0.1999999999999999,2024-07-23 18:07:57.489313,-1.0717842323651452
FILUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
FITFIUSDT.P,-1.2,2024-07-23 18:07:57.489313,-1.0717842323651452
FLOWUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
FLRUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
FORTHUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
FRONTUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
FTMUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
FXSUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
GALAUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
GFTUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
GLMUSDT.P,-0.2,2024-07-23 18:07:57.489313,-1.0717842323651452
GLMRUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
GMTUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
GMXUSDT.P,-0.8,2024-07-23 18:07:57.489313,-1.0717842323651452
GRTUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
GTCUSDT.P,0.0,2024-07-23 18:07:57.489313,-1.0717842323651452
HBARUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
HFTUSDT.P,-1.0000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
HIFIUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
HIGHUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
HNTUSDT.P,0.6,2024-07-23 18:07:57.489313,-1.0717842323651452
HOOKUSDT.P,-0.7999999999999999,2024-07-23 18:07:57.489313,-1.0717842323651452
HOTUSDT.P,-1.5000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
ICPUSDT.P,-1.7,2024-07-23 18:07:57.489313,-1.0717842323651452
ICXUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
IDUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
IDEXUSDT.P,-1.2,2024-07-23 18:07:57.489313,-1.0717842323651452
ILVUSDT.P,-1.0,2024-07-23 18:07:57.489313,-1.0717842323651452
IMXUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
INJUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
IOSTUSDT.P,-1.6,2024-07-23 18:07:57.489313,-1.0717842323651452
IOTAUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
IOTXUSDT.P,-0.7999999999999999,2024-07-23 18:07:57.489313,-1.0717842323651452
JASMYUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
JOEUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
JSTUSDT.P,-0.6000000000000001,2024-07-23 18:07:57.489313,-1.0717842323651452
KASUSDT.P,1.7,2024-07-23 18:07:57.489313,-1.0717842323651452
KAVAUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
KDAUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
KEYUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
KLAYUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
KNCUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
KSMUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
LDOUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
LEVERUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
LINAUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
LINKUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
LITUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
LOOKSUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
LOOMUSDT.P,-0.8,2024-07-23 18:07:57.489313,-1.0717842323651452
LPTUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
LQTYUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
LRCUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
LTCUSDT.P,-0.3,2024-07-23 18:07:57.489313,-1.0717842323651452
LUNA2USDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
MAGICUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
MANAUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
MASKUSDT.P,-1.8,2024-07-23 18:07:57.489313,-1.0717842323651452
MATICUSDT.P,-1.5000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
MAVUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
MDTUSDT.P,-1.8000000000000005,2024-07-23 18:07:57.489313,-1.0717842323651452
MINAUSDT.P,-1.7000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
MKRUSDT.P,0.7000000000000001,2024-07-23 18:07:57.489313,-1.0717842323651452
MNTUSDT.P,0.6,2024-07-23 18:07:57.489313,-1.0717842323651452
MTLUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
NEARUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
NEOUSDT.P,-1.5000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
NKNUSDT.P,-1.5000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
NMRUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
NTRNUSDT.P,-1.8,2024-07-23 18:07:57.489313,-1.0717842323651452
OGUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
OGNUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
OMGUSDT.P,-2.1,2024-07-23 18:07:57.489313,-1.0717842323651452
ONEUSDT.P,-1.8,2024-07-23 18:07:57.489313,-1.0717842323651452
ONTUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
OPUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
ORBSUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
ORDIUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
OXTUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
PAXGUSDT.P,-0.3,2024-07-23 18:07:57.489313,-1.0717842323651452
PENDLEUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
PEOPLEUSDT.P,-0.7999999999999999,2024-07-23 18:07:57.489313,-1.0717842323651452
PERPUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
PHBUSDT.P,-1.6,2024-07-23 18:07:57.489313,-1.0717842323651452
PROMUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
QNTUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
QTUMUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
RADUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
RDNTUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
REEFUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
RENUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
REQUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
RLCUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
ROSEUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
RPLUSDT.P,-2.0000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
RSRUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
RSS3USDT.P,-1.6,2024-07-23 18:07:57.489313,-1.0717842323651452
RUNEUSDT.P,-0.8,2024-07-23 18:07:57.489313,-1.0717842323651452
RVNUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
SANDUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
SCUSDT.P,-0.3,2024-07-23 18:07:57.489313,-1.0717842323651452
SCRTUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
SEIUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
SFPUSDT.P,0.1,2024-07-23 18:07:57.489313,-1.0717842323651452
SHIB1000USDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
SKLUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
SLPUSDT.P,-1.3000000000000005,2024-07-23 18:07:57.489313,-1.0717842323651452
SNXUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
SOLUSDT.P,-0.8000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
SPELLUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
SSVUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
STGUSDT.P,-1.2000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
STMXUSDT.P,0.2,2024-07-23 18:07:57.489313,-1.0717842323651452
STORJUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
STPTUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
STXUSDT.P,-1.5000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
SUIUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
SUNUSDT.P,0.1,2024-07-23 18:07:57.489313,-1.0717842323651452
SUSHIUSDT.P,-1.8000000000000005,2024-07-23 18:07:57.489313,-1.0717842323651452
SWEATUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
SXPUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
TUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
THETAUSDT.P,-1.5000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
TLMUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
TOMIUSDT.P,0.6,2024-07-23 18:07:57.489313,-1.0717842323651452
TONUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
TRBUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
TRUUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
TRXUSDT.P,1.3000000000000005,2024-07-23 18:07:57.489313,-1.0717842323651452
TWTUSDT.P,-1.6,2024-07-23 18:07:57.489313,-1.0717842323651452
UMAUSDT.P,-1.8000000000000005,2024-07-23 18:07:57.489313,-1.0717842323651452
UNFIUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
UNIUSDT.P,-1.8000000000000005,2024-07-23 18:07:57.489313,-1.0717842323651452
USDCUSDT.P,-2.0000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
VETUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
VGXUSDT.P,-0.7,2024-07-23 18:07:57.489313,-1.0717842323651452
VRAUSDT.P,-1.7000000000000004,2024-07-23 18:07:57.489313,-1.0717842323651452
WAVESUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
WAXPUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
WLDUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
WOOUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
XCNUSDT.P,-1.0,2024-07-23 18:07:57.489313,-1.0717842323651452
XEMUSDT.P,0.8,2024-07-23 18:07:57.489313,-1.0717842323651452
XLMUSDT.P,-1.2,2024-07-23 18:07:57.489313,-1.0717842323651452
XMRUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
XNOUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
XRPUSDT.P,-0.7,2024-07-23 18:07:57.489313,-1.0717842323651452
XTZUSDT.P,-1.7000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
XVGUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
XVSUSDT.P,-1.4,2024-07-23 18:07:57.489313,-1.0717842323651452
YFIUSDT.P,-1.7000000000000002,2024-07-23 18:07:57.489313,-1.0717842323651452
YGGUSDT.P,-1.5,2024-07-23 18:07:57.489313,-1.0717842323651452
ZECUSDT.P,-1.3,2024-07-23 18:07:57.489313,-1.0717842323651452
ZENUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
ZILUSDT.P,-1.6000000000000003,2024-07-23 18:07:57.489313,-1.0717842323651452
ZRXUSDT.P,-1.1,2024-07-23 18:07:57.489313,-1.0717842323651452
10000LADYSUSDT.P,-1.1,2024-07-23 18:28:14.765564,-0.8195020746887967
10000NFTUSDT.P,-0.3,2024-07-23 18:28:14.765564,-0.8195020746887967
1000BONKUSDT.P,-0.9,2024-07-23 18:28:14.765564,-0.8195020746887967
1000BTTUSDT.P,-1.1,2024-07-23 18:28:14.765564,-0.8195020746887967
1000FLOKIUSDT.P,-0.8,2024-07-23 18:28:14.765564,-0.8195020746887967
1000LUNCUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
1000PEPEUSDT.P,1.2,2024-07-23 18:28:14.765564,-0.8195020746887967
1000XECUSDT.P,-1.6000000000000003,2024-07-23 18:28:14.765564,-0.8195020746887967
1INCHUSDT.P,-1.9,2024-07-23 18:28:14.765564,-0.8195020746887967
AAVEUSDT.P,-1.6000000000000003,2024-07-23 18:28:14.765564,-0.8195020746887967
ACHUSDT.P,-1.6000000000000003,2024-07-23 18:28:14.765564,-0.8195020746887967
ADAUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
AGLDUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
AKROUSDT.P,-1.3,2024-07-23 18:28:14.765564,-0.8195020746887967
ALGOUSDT.P,-1.2000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
ALICEUSDT.P,-1.6000000000000003,2024-07-23 18:28:14.765564,-0.8195020746887967
ALPACAUSDT.P,-1.6000000000000003,2024-07-23 18:28:14.765564,-0.8195020746887967
ALPHAUSDT.P,-1.7000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
AMBUSDT.P,-1.5,2024-07-23 18:28:14.765564,-0.8195020746887967
ANKRUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
ANTUSDT.P,1.0,2024-07-23 18:28:14.765564,-0.8195020746887967
APEUSDT.P,-1.2000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
API3USDT.P,-1.8000000000000005,2024-07-23 18:28:14.765564,-0.8195020746887967
APTUSDT.P,-1.6000000000000003,2024-07-23 18:28:14.765564,-0.8195020746887967
ARUSDT.P,-0.1,2024-07-23 18:28:14.765564,-0.8195020746887967
ARBUSDT.P,-0.1,2024-07-23 18:28:14.765564,-0.8195020746887967
ARKUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
ARKMUSDT.P,-1.5,2024-07-23 18:28:14.765564,-0.8195020746887967
ARPAUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
ASTRUSDT.P,-1.1,2024-07-23 18:28:14.765564,-0.8195020746887967
ATAUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
ATOMUSDT.P,-1.5,2024-07-23 18:28:14.765564,-0.8195020746887967
AUCTIONUSDT.P,-0.7999999999999999,2024-07-23 18:28:14.765564,-0.8195020746887967
AUDIOUSDT.P,-1.2000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
AVAXUSDT.P,-0.9,2024-07-23 18:28:14.765564,-0.8195020746887967
AXSUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
BADGERUSDT.P,-1.1,2024-07-23 18:28:14.765564,-0.8195020746887967
BAKEUSDT.P,-1.3,2024-07-23 18:28:14.765564,-0.8195020746887967
BALUSDT.P,0.8,2024-07-23 18:28:14.765564,-0.8195020746887967
BANDUSDT.P,-0.7999999999999999,2024-07-23 18:28:14.765564,-0.8195020746887967
BATUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
BCHUSDT.P,-0.9,2024-07-23 18:28:14.765564,-0.8195020746887967
BELUSDT.P,-1.3,2024-07-23 18:28:14.765564,-0.8195020746887967
BICOUSDT.P,-1.5,2024-07-23 18:28:14.765564,-0.8195020746887967
BIGTIMEUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
BLURUSDT.P,-1.1,2024-07-23 18:28:14.765564,-0.8195020746887967
BLZUSDT.P,-1.2000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
BTCUSDT.P,-0.1,2024-07-23 18:28:14.765564,-0.8195020746887967
C98USDT.P,-1.5,2024-07-23 18:28:14.765564,-0.8195020746887967
CEEKUSDT.P,-0.7000000000000001,2024-07-23 18:28:14.765564,-0.8195020746887967
CELOUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
CELRUSDT.P,-1.3,2024-07-23 18:28:14.765564,-0.8195020746887967
CFXUSDT.P,-1.3,2024-07-23 18:28:14.765564,-0.8195020746887967
CHRUSDT.P,-1.5,2024-07-23 18:28:14.765564,-0.8195020746887967
CHZUSDT.P,-1.0000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
CKBUSDT.P,-1.2000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
COMBOUSDT.P,-1.5,2024-07-23 18:28:14.765564,-0.8195020746887967
COMPUSDT.P,-1.2000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
COREUSDT.P,-1.3,2024-07-23 18:28:14.765564,-0.8195020746887967
COTIUSDT.P,1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
CROUSDT.P,-1.3000000000000005,2024-07-23 18:28:14.765564,-0.8195020746887967
CRVUSDT.P,-1.0000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
CTCUSDT.P,-1.3,2024-07-23 18:28:14.765564,-0.8195020746887967
CTKUSDT.P,-0.3,2024-07-23 18:28:14.765564,-0.8195020746887967
CTSIUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
CVCUSDT.P,-0.5,2024-07-23 18:28:14.765564,-0.8195020746887967
CVXUSDT.P,0.6,2024-07-23 18:28:14.765564,-0.8195020746887967
CYBERUSDT.P,-1.4,2024-07-23 18:28:14.765564,-0.8195020746887967
DARUSDT.P,-0.9,2024-07-23 18:28:14.765564,-0.8195020746887967
DASHUSDT.P,-1.3,2024-07-23 18:28:14.765564,-0.8195020746887967
DENTUSDT.P,-1.2000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
DGBUSDT.P,-1.5,2024-07-23 18:28:14.765564,-0.8195020746887967
DODOUSDT.P,-1.2000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
DOGEUSDT.P,-0.4,2024-07-23 18:28:14.765564,-0.8195020746887967
DOTUSDT.P,-1.1,2024-07-23 18:28:14.765564,-0.8195020746887967
DUSKUSDT.P,-1.2,2024-07-23 18:28:14.765564,-0.8195020746887967
DYDXUSDT.P,-1.0000000000000002,2024-07-23 18:28:14.765564,-0.8195020746887967
EDUUSDT.P,1.1,2024-07-23 18:28:14.765564,-0.8195020746887967
EGLDUSDT.P,-0.9,2024-07-23 18:28:14.765564,-0.8195020746887967
ENJUSDT.P,-1.1,2024-07-23 18:28:14.765564,-0.8195020746887967
ENSUSDT.P,0.6000000000000001,2024-07-23 18:28:14.765564,-0.8195020746887967
EOSUSDT.P,-0.9,2024-07-23 18:28:14.765564,-0.8195020746887967
